"Module","File","ApiVersion","Command","Method","Uri","Disposition","OracleCommands"
"Cmdlets","InvokeMgGroupOnenoteSectionGroupSectionCopyToNotebook.g.cs","v1.0","Invoke-MgGroupOnenoteSectionGroupSectionCopyToNotebook","POST","/groups/{param}/onenote/sectionGroups/{param}/sections/{param}/copyToNotebook","mismatch","Copy-MgGroupOnenoteSectionGroupSectionToNotebook"
"Cmdlets","InvokeMgGroupOnenoteSectionGroupSectionCopyToSectionGroup.g.cs","v1.0","Invoke-MgGroupOnenoteSectionGroupSectionCopyToSectionGroup","POST","/groups/{param}/onenote/sectionGroups/{param}/sections/{param}/copyToSectionGroup","mismatch","Copy-MgGroupOnenoteSectionGroupSectionToSectionGroup"
"Cmdlets","InvokeMgGroupOnenoteSectionGroupSectionPageCopyToSection.g.cs","v1.0","Invoke-MgGroupOnenoteSectionGroupSectionPageCopyToSection","POST","/groups/{param}/onenote/sectionGroups/{param}/sections/{param}/pages/{param}/copyToSection","mismatch","Copy-MgGroupOnenoteSectionGroupSectionPageToSection"
"Cmdlets","InvokeMgGroupOnenoteSectionGroupSectionPageOnenotePatchContent.g.cs","v1.0","Invoke-MgGroupOnenoteSectionGroupSectionPageOnenotePatchContent","POST","/groups/{param}/onenote/sectionGroups/{param}/sections/{param}/pages/{param}/onenotePatchContent","mismatch","Update-MgGroupOnenoteSectionGroupSectionPageContent"
"Cmdlets","InvokeMgGroupOnenoteSectionPageCopyToSection.g.cs","v1.0","Invoke-MgGroupOnenoteSectionPageCopyToSection","POST","/groups/{param}/onenote/sections/{param}/pages/{param}/copyToSection","mismatch","Copy-MgGroupOnenoteSectionPageToSection"
"Cmdlets","InvokeMgGroupOnenoteSectionPageOnenotePatchContent.g.cs","v1.0","Invoke-MgGroupOnenoteSectionPageOnenotePatchContent","POST","/groups/{param}/onenote/sections/{param}/pages/{param}/onenotePatchContent","mismatch","Update-MgGroupOnenoteSectionPageContent"
"Cmdlets","InvokeMgSiteOnenoteNotebookCopyNotebook.g.cs","v1.0","Invoke-MgSiteOnenoteNotebookCopyNotebook","POST","/sites/{param}/onenote/notebooks/{param}/copyNotebook","mismatch","Copy-MgSiteOnenoteNotebook"
"Cmdlets","InvokeMgSiteOnenoteNotebookGetNotebookFromWebUrl.g.cs","v1.0","Invoke-MgSiteOnenoteNotebookGetNotebookFromWebUrl","POST","/sites/{param}/onenote/notebooks/getNotebookFromWebUrl","mismatch","Get-MgSiteOnenoteNotebookFromWebUrl"
"Cmdlets","InvokeMgSiteOnenoteNotebookSectionCopyToNotebook.g.cs","v1.0","Invoke-MgSiteOnenoteNotebookSectionCopyToNotebook","POST","/sites/{param}/onenote/notebooks/{param}/sections/{param}/copyToNotebook","mismatch","Copy-MgSiteOnenoteNotebookSectionToNotebook"
"Cmdlets","InvokeMgSiteOnenoteNotebookSectionCopyToSectionGroup.g.cs","v1.0","Invoke-MgSiteOnenoteNotebookSectionCopyToSectionGroup","POST","/sites/{param}/onenote/notebooks/{param}/sections/{param}/copyToSectionGroup","mismatch","Copy-MgSiteOnenoteNotebookSectionToSectionGroup"
"Cmdlets","InvokeMgSiteOnenoteNotebookSectionGroupSectionCopyToNotebook.g.cs","v1.0","Invoke-MgSiteOnenoteNotebookSectionGroupSectionCopyToNotebook","POST","/sites/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/copyToNotebook","mismatch","Copy-MgSiteOnenoteNotebookSectionGroupSectionToNotebook"
"Cmdlets","InvokeMgSiteOnenoteNotebookSectionGroupSectionCopyToSectionGroup.g.cs","v1.0","Invoke-MgSiteOnenoteNotebookSectionGroupSectionCopyToSectionGroup","POST","/sites/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/copyToSectionGroup","mismatch","Copy-MgSiteOnenoteNotebookSectionGroupSectionToSectionGroup"
"Cmdlets","InvokeMgSiteOnenoteNotebookSectionGroupSectionPageCopyToSection.g.cs","v1.0","Invoke-MgSiteOnenoteNotebookSectionGroupSectionPageCopyToSection","POST","/sites/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/pages/{param}/copyToSection","mismatch","Copy-MgSiteOnenoteNotebookSectionGroupSectionPageToSection"
"Cmdlets","InvokeMgSiteOnenoteNotebookSectionGroupSectionPageOnenotePatchContent.g.cs","v1.0","Invoke-MgSiteOnenoteNotebookSectionGroupSectionPageOnenotePatchContent","POST","/sites/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/pages/{param}/onenotePatchContent","mismatch","Update-MgSiteOnenoteNotebookSectionGroupSectionPageContent"
"Cmdlets","InvokeMgSiteOnenoteNotebookSectionPageCopyToSection.g.cs","v1.0","Invoke-MgSiteOnenoteNotebookSectionPageCopyToSection","POST","/sites/{param}/onenote/notebooks/{param}/sections/{param}/pages/{param}/copyToSection","mismatch","Copy-MgSiteOnenoteNotebookSectionPageToSection"
"Cmdlets","InvokeMgSiteOnenoteNotebookSectionPageOnenotePatchContent.g.cs","v1.0","Invoke-MgSiteOnenoteNotebookSectionPageOnenotePatchContent","POST","/sites/{param}/onenote/notebooks/{param}/sections/{param}/pages/{param}/onenotePatchContent","mismatch","Update-MgSiteOnenoteNotebookSectionPageContent"
"Cmdlets","InvokeMgSiteOnenotePageCopyToSection.g.cs","v1.0","Invoke-MgSiteOnenotePageCopyToSection","POST","/sites/{param}/onenote/pages/{param}/copyToSection","mismatch","Copy-MgSiteOnenotePageToSection"
"Cmdlets","InvokeMgSiteOnenotePageOnenotePatchContent.g.cs","v1.0","Invoke-MgSiteOnenotePageOnenotePatchContent","POST","/sites/{param}/onenote/pages/{param}/onenotePatchContent","mismatch","Update-MgSiteOnenotePageContent"
"Cmdlets","InvokeMgSiteOnenoteSectionCopyToNotebook.g.cs","v1.0","Invoke-MgSiteOnenoteSectionCopyToNotebook","POST","/sites/{param}/onenote/sections/{param}/copyToNotebook","mismatch","Copy-MgSiteOnenoteSectionToNotebook"
"Cmdlets","InvokeMgSiteOnenoteSectionCopyToSectionGroup.g.cs","v1.0","Invoke-MgSiteOnenoteSectionCopyToSectionGroup","POST","/sites/{param}/onenote/sections/{param}/copyToSectionGroup","mismatch","Copy-MgSiteOnenoteSectionToSectionGroup"
"Cmdlets","InvokeMgSiteOnenoteSectionGroupSectionCopyToNotebook.g.cs","v1.0","Invoke-MgSiteOnenoteSectionGroupSectionCopyToNotebook","POST","/sites/{param}/onenote/sectionGroups/{param}/sections/{param}/copyToNotebook","mismatch","Copy-MgSiteOnenoteSectionGroupSectionToNotebook"
"Cmdlets","InvokeMgSiteOnenoteSectionGroupSectionCopyToSectionGroup.g.cs","v1.0","Invoke-MgSiteOnenoteSectionGroupSectionCopyToSectionGroup","POST","/sites/{param}/onenote/sectionGroups/{param}/sections/{param}/copyToSectionGroup","mismatch","Copy-MgSiteOnenoteSectionGroupSectionToSectionGroup"
"Cmdlets","InvokeMgSiteOnenoteSectionGroupSectionPageCopyToSection.g.cs","v1.0","Invoke-MgSiteOnenoteSectionGroupSectionPageCopyToSection","POST","/sites/{param}/onenote/sectionGroups/{param}/sections/{param}/pages/{param}/copyToSection","mismatch","Copy-MgSiteOnenoteSectionGroupSectionPageToSection"
"Cmdlets","InvokeMgSiteOnenoteSectionGroupSectionPageOnenotePatchContent.g.cs","v1.0","Invoke-MgSiteOnenoteSectionGroupSectionPageOnenotePatchContent","POST","/sites/{param}/onenote/sectionGroups/{param}/sections/{param}/pages/{param}/onenotePatchContent","mismatch","Update-MgSiteOnenoteSectionGroupSectionPageContent"
"Cmdlets","InvokeMgSiteOnenoteSectionPageCopyToSection.g.cs","v1.0","Invoke-MgSiteOnenoteSectionPageCopyToSection","POST","/sites/{param}/onenote/sections/{param}/pages/{param}/copyToSection","mismatch","Copy-MgSiteOnenoteSectionPageToSection"
"Cmdlets","InvokeMgSiteOnenoteSectionPageOnenotePatchContent.g.cs","v1.0","Invoke-MgSiteOnenoteSectionPageOnenotePatchContent","POST","/sites/{param}/onenote/sections/{param}/pages/{param}/onenotePatchContent","mismatch","Update-MgSiteOnenoteSectionPageContent"
"Cmdlets","InvokeMgUserOnenoteNotebookCopyNotebook.g.cs","v1.0","Invoke-MgUserOnenoteNotebookCopyNotebook","POST","/users/{param}/onenote/notebooks/{param}/copyNotebook","mismatch","Copy-MgUserOnenoteNotebook"
"Cmdlets","InvokeMgUserOnenoteNotebookGetNotebookFromWebUrl.g.cs","v1.0","Invoke-MgUserOnenoteNotebookGetNotebookFromWebUrl","POST","/users/{param}/onenote/notebooks/getNotebookFromWebUrl","mismatch","Get-MgUserOnenoteNotebookFromWebUrl"
"Cmdlets","InvokeMgUserOnenoteNotebookSectionCopyToNotebook.g.cs","v1.0","Invoke-MgUserOnenoteNotebookSectionCopyToNotebook","POST","/users/{param}/onenote/notebooks/{param}/sections/{param}/copyToNotebook","mismatch","Copy-MgUserOnenoteNotebookSectionToNotebook"
"Cmdlets","InvokeMgUserOnenoteNotebookSectionCopyToSectionGroup.g.cs","v1.0","Invoke-MgUserOnenoteNotebookSectionCopyToSectionGroup","POST","/users/{param}/onenote/notebooks/{param}/sections/{param}/copyToSectionGroup","mismatch","Copy-MgUserOnenoteNotebookSectionToSectionGroup"
"Cmdlets","InvokeMgUserOnenoteNotebookSectionGroupSectionCopyToNotebook.g.cs","v1.0","Invoke-MgUserOnenoteNotebookSectionGroupSectionCopyToNotebook","POST","/users/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/copyToNotebook","mismatch","Copy-MgUserOnenoteNotebookSectionGroupSectionToNotebook"
"Cmdlets","InvokeMgUserOnenoteNotebookSectionGroupSectionCopyToSectionGroup.g.cs","v1.0","Invoke-MgUserOnenoteNotebookSectionGroupSectionCopyToSectionGroup","POST","/users/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/copyToSectionGroup","mismatch","Copy-MgUserOnenoteNotebookSectionGroupSectionToSectionGroup"
"Cmdlets","InvokeMgUserOnenoteNotebookSectionGroupSectionPageCopyToSection.g.cs","v1.0","Invoke-MgUserOnenoteNotebookSectionGroupSectionPageCopyToSection","POST","/users/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/pages/{param}/copyToSection","mismatch","Copy-MgUserOnenoteNotebookSectionGroupSectionPageToSection"
"Cmdlets","InvokeMgUserOnenoteNotebookSectionGroupSectionPageOnenotePatchContent.g.cs","v1.0","Invoke-MgUserOnenoteNotebookSectionGroupSectionPageOnenotePatchContent","POST","/users/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/pages/{param}/onenotePatchContent","mismatch","Update-MgUserOnenoteNotebookSectionGroupSectionPage"
"Cmdlets","InvokeMgUserOnenoteNotebookSectionPageCopyToSection.g.cs","v1.0","Invoke-MgUserOnenoteNotebookSectionPageCopyToSection","POST","/users/{param}/onenote/notebooks/{param}/sections/{param}/pages/{param}/copyToSection","mismatch","Copy-MgUserOnenoteNotebookSectionPageToSection"
"Cmdlets","InvokeMgUserOnenoteNotebookSectionPageOnenotePatchContent.g.cs","v1.0","Invoke-MgUserOnenoteNotebookSectionPageOnenotePatchContent","POST","/users/{param}/onenote/notebooks/{param}/sections/{param}/pages/{param}/onenotePatchContent","mismatch","Update-MgUserOnenoteNotebookSectionPage"
"Cmdlets","InvokeMgUserOnenotePageCopyToSection.g.cs","v1.0","Invoke-MgUserOnenotePageCopyToSection","POST","/users/{param}/onenote/pages/{param}/copyToSection","mismatch","Copy-MgUserOnenotePageToSection"
"Cmdlets","InvokeMgUserOnenotePageOnenotePatchContent.g.cs","v1.0","Invoke-MgUserOnenotePageOnenotePatchContent","POST","/users/{param}/onenote/pages/{param}/onenotePatchContent","mismatch","Update-MgUserOnenotePage"
"Cmdlets","InvokeMgUserOnenoteSectionCopyToNotebook.g.cs","v1.0","Invoke-MgUserOnenoteSectionCopyToNotebook","POST","/users/{param}/onenote/sections/{param}/copyToNotebook","mismatch","Copy-MgUserOnenoteSectionToNotebook"
"Cmdlets","InvokeMgUserOnenoteSectionCopyToSectionGroup.g.cs","v1.0","Invoke-MgUserOnenoteSectionCopyToSectionGroup","POST","/users/{param}/onenote/sections/{param}/copyToSectionGroup","mismatch","Copy-MgUserOnenoteSectionToSectionGroup"
"Cmdlets","InvokeMgUserOnenoteSectionGroupSectionCopyToNotebook.g.cs","v1.0","Invoke-MgUserOnenoteSectionGroupSectionCopyToNotebook","POST","/users/{param}/onenote/sectionGroups/{param}/sections/{param}/copyToNotebook","mismatch","Copy-MgUserOnenoteSectionGroupSectionToNotebook"
"Cmdlets","InvokeMgUserOnenoteSectionGroupSectionCopyToSectionGroup.g.cs","v1.0","Invoke-MgUserOnenoteSectionGroupSectionCopyToSectionGroup","POST","/users/{param}/onenote/sectionGroups/{param}/sections/{param}/copyToSectionGroup","mismatch","Copy-MgUserOnenoteSectionGroupSectionToSectionGroup"
"Cmdlets","InvokeMgUserOnenoteSectionGroupSectionPageCopyToSection.g.cs","v1.0","Invoke-MgUserOnenoteSectionGroupSectionPageCopyToSection","POST","/users/{param}/onenote/sectionGroups/{param}/sections/{param}/pages/{param}/copyToSection","mismatch","Copy-MgUserOnenoteSectionGroupSectionPageToSection"
"Cmdlets","InvokeMgUserOnenoteSectionGroupSectionPageOnenotePatchContent.g.cs","v1.0","Invoke-MgUserOnenoteSectionGroupSectionPageOnenotePatchContent","POST","/users/{param}/onenote/sectionGroups/{param}/sections/{param}/pages/{param}/onenotePatchContent","mismatch","Update-MgUserOnenoteSectionGroupSectionPage"
"Cmdlets","InvokeMgUserOnenoteSectionPageCopyToSection.g.cs","v1.0","Invoke-MgUserOnenoteSectionPageCopyToSection","POST","/users/{param}/onenote/sections/{param}/pages/{param}/copyToSection","mismatch","Copy-MgUserOnenoteSectionPageToSection"
"Cmdlets","InvokeMgUserOnenoteSectionPageOnenotePatchContent.g.cs","v1.0","Invoke-MgUserOnenoteSectionPageOnenotePatchContent","POST","/users/{param}/onenote/sections/{param}/pages/{param}/onenotePatchContent","mismatch","Update-MgUserOnenoteSectionPage"
"Cmdlets","NewMgGroupOnenoteNotebook.g.cs","v1.0","New-MgGroupOnenoteNotebook","POST","/groups/{param}/onenote/notebooks","matched","New-MgGroupOnenoteNotebook"
"Cmdlets","NewMgGroupOnenoteNotebookSection.g.cs","v1.0","New-MgGroupOnenoteNotebookSection","POST","/groups/{param}/onenote/notebooks/{param}/sections","matched","New-MgGroupOnenoteNotebookSection"
"Cmdlets","NewMgGroupOnenoteNotebookSectionGroup.g.cs","v1.0","New-MgGroupOnenoteNotebookSectionGroup","POST","/groups/{param}/onenote/notebooks/{param}/sectionGroups","matched","New-MgGroupOnenoteNotebookSectionGroup"
"Cmdlets","NewMgGroupOnenoteNotebookSectionGroupSection.g.cs","v1.0","New-MgGroupOnenoteNotebookSectionGroupSection","POST","/groups/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections","matched","New-MgGroupOnenoteNotebookSectionGroupSection"
"Cmdlets","NewMgGroupOnenoteNotebookSectionGroupSectionPage.g.cs","v1.0","New-MgGroupOnenoteNotebookSectionGroupSectionPage","POST","/groups/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/pages","matched","New-MgGroupOnenoteNotebookSectionGroupSectionPage"
"Cmdlets","NewMgGroupOnenoteNotebookSectionPage.g.cs","v1.0","New-MgGroupOnenoteNotebookSectionPage","POST","/groups/{param}/onenote/notebooks/{param}/sections/{param}/pages","matched","New-MgGroupOnenoteNotebookSectionPage"
"Cmdlets","NewMgGroupOnenoteOperation.g.cs","v1.0","New-MgGroupOnenoteOperation","POST","/groups/{param}/onenote/operations","matched","New-MgGroupOnenoteOperation"
"Cmdlets","NewMgGroupOnenotePage.g.cs","v1.0","New-MgGroupOnenotePage","POST","/groups/{param}/onenote/pages","matched","New-MgGroupOnenotePage"
"Cmdlets","NewMgGroupOnenoteResource.g.cs","v1.0","New-MgGroupOnenoteResource","POST","/groups/{param}/onenote/resources","matched","New-MgGroupOnenoteResource"
"Cmdlets","NewMgGroupOnenoteSection.g.cs","v1.0","New-MgGroupOnenoteSection","POST","/groups/{param}/onenote/sections","matched","New-MgGroupOnenoteSection"
"Cmdlets","NewMgGroupOnenoteSectionGroup.g.cs","v1.0","New-MgGroupOnenoteSectionGroup","POST","/groups/{param}/onenote/sectionGroups","matched","New-MgGroupOnenoteSectionGroup"
"Cmdlets","NewMgGroupOnenoteSectionGroupSection.g.cs","v1.0","New-MgGroupOnenoteSectionGroupSection","POST","/groups/{param}/onenote/sectionGroups/{param}/sections","matched","New-MgGroupOnenoteSectionGroupSection"
"Cmdlets","NewMgGroupOnenoteSectionGroupSectionPage.g.cs","v1.0","New-MgGroupOnenoteSectionGroupSectionPage","POST","/groups/{param}/onenote/sectionGroups/{param}/sections/{param}/pages","matched","New-MgGroupOnenoteSectionGroupSectionPage"
"Cmdlets","NewMgGroupOnenoteSectionPage.g.cs","v1.0","New-MgGroupOnenoteSectionPage","POST","/groups/{param}/onenote/sections/{param}/pages","matched","New-MgGroupOnenoteSectionPage"
"Cmdlets","NewMgSiteOnenoteNotebook.g.cs","v1.0","New-MgSiteOnenoteNotebook","POST","/sites/{param}/onenote/notebooks","matched","New-MgSiteOnenoteNotebook"
"Cmdlets","NewMgSiteOnenoteNotebookSection.g.cs","v1.0","New-MgSiteOnenoteNotebookSection","POST","/sites/{param}/onenote/notebooks/{param}/sections","matched","New-MgSiteOnenoteNotebookSection"
"Cmdlets","NewMgSiteOnenoteNotebookSectionGroup.g.cs","v1.0","New-MgSiteOnenoteNotebookSectionGroup","POST","/sites/{param}/onenote/notebooks/{param}/sectionGroups","matched","New-MgSiteOnenoteNotebookSectionGroup"
"Cmdlets","NewMgSiteOnenoteNotebookSectionGroupSection.g.cs","v1.0","New-MgSiteOnenoteNotebookSectionGroupSection","POST","/sites/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections","matched","New-MgSiteOnenoteNotebookSectionGroupSection"
"Cmdlets","NewMgSiteOnenoteNotebookSectionGroupSectionPage.g.cs","v1.0","New-MgSiteOnenoteNotebookSectionGroupSectionPage","POST","/sites/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/pages","matched","New-MgSiteOnenoteNotebookSectionGroupSectionPage"
"Cmdlets","NewMgSiteOnenoteNotebookSectionPage.g.cs","v1.0","New-MgSiteOnenoteNotebookSectionPage","POST","/sites/{param}/onenote/notebooks/{param}/sections/{param}/pages","matched","New-MgSiteOnenoteNotebookSectionPage"
"Cmdlets","NewMgSiteOnenoteOperation.g.cs","v1.0","New-MgSiteOnenoteOperation","POST","/sites/{param}/onenote/operations","matched","New-MgSiteOnenoteOperation"
"Cmdlets","NewMgSiteOnenotePage.g.cs","v1.0","New-MgSiteOnenotePage","POST","/sites/{param}/onenote/pages","matched","New-MgSiteOnenotePage"
"Cmdlets","NewMgSiteOnenoteResource.g.cs","v1.0","New-MgSiteOnenoteResource","POST","/sites/{param}/onenote/resources","matched","New-MgSiteOnenoteResource"
"Cmdlets","NewMgSiteOnenoteSection.g.cs","v1.0","New-MgSiteOnenoteSection","POST","/sites/{param}/onenote/sections","matched","New-MgSiteOnenoteSection"
"Cmdlets","NewMgSiteOnenoteSectionGroup.g.cs","v1.0","New-MgSiteOnenoteSectionGroup","POST","/sites/{param}/onenote/sectionGroups","matched","New-MgSiteOnenoteSectionGroup"
"Cmdlets","NewMgSiteOnenoteSectionGroupSection.g.cs","v1.0","New-MgSiteOnenoteSectionGroupSection","POST","/sites/{param}/onenote/sectionGroups/{param}/sections","matched","New-MgSiteOnenoteSectionGroupSection"
"Cmdlets","NewMgSiteOnenoteSectionGroupSectionPage.g.cs","v1.0","New-MgSiteOnenoteSectionGroupSectionPage","POST","/sites/{param}/onenote/sectionGroups/{param}/sections/{param}/pages","matched","New-MgSiteOnenoteSectionGroupSectionPage"
"Cmdlets","NewMgSiteOnenoteSectionPage.g.cs","v1.0","New-MgSiteOnenoteSectionPage","POST","/sites/{param}/onenote/sections/{param}/pages","matched","New-MgSiteOnenoteSectionPage"
"Cmdlets","NewMgUserOnenoteNotebook.g.cs","v1.0","New-MgUserOnenoteNotebook","POST","/users/{param}/onenote/notebooks","matched","New-MgUserOnenoteNotebook"
"Cmdlets","NewMgUserOnenoteNotebookSection.g.cs","v1.0","New-MgUserOnenoteNotebookSection","POST","/users/{param}/onenote/notebooks/{param}/sections","matched","New-MgUserOnenoteNotebookSection"
"Cmdlets","NewMgUserOnenoteNotebookSectionGroup.g.cs","v1.0","New-MgUserOnenoteNotebookSectionGroup","POST","/users/{param}/onenote/notebooks/{param}/sectionGroups","matched","New-MgUserOnenoteNotebookSectionGroup"
"Cmdlets","NewMgUserOnenoteNotebookSectionGroupSection.g.cs","v1.0","New-MgUserOnenoteNotebookSectionGroupSection","POST","/users/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections","matched","New-MgUserOnenoteNotebookSectionGroupSection"
"Cmdlets","NewMgUserOnenoteNotebookSectionGroupSectionPage.g.cs","v1.0","New-MgUserOnenoteNotebookSectionGroupSectionPage","POST","/users/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/pages","matched","New-MgUserOnenoteNotebookSectionGroupSectionPage"
"Cmdlets","NewMgUserOnenoteNotebookSectionPage.g.cs","v1.0","New-MgUserOnenoteNotebookSectionPage","POST","/users/{param}/onenote/notebooks/{param}/sections/{param}/pages","matched","New-MgUserOnenoteNotebookSectionPage"
"Cmdlets","NewMgUserOnenoteOperation.g.cs","v1.0","New-MgUserOnenoteOperation","POST","/users/{param}/onenote/operations","matched","New-MgUserOnenoteOperation"
"Cmdlets","NewMgUserOnenotePage.g.cs","v1.0","New-MgUserOnenotePage","POST","/users/{param}/onenote/pages","matched","New-MgUserOnenotePage"
"Cmdlets","NewMgUserOnenoteResource.g.cs","v1.0","New-MgUserOnenoteResource","POST","/users/{param}/onenote/resources","matched","New-MgUserOnenoteResource"
"Cmdlets","NewMgUserOnenoteSection.g.cs","v1.0","New-MgUserOnenoteSection","POST","/users/{param}/onenote/sections","matched","New-MgUserOnenoteSection"
"Cmdlets","NewMgUserOnenoteSectionGroup.g.cs","v1.0","New-MgUserOnenoteSectionGroup","POST","/users/{param}/onenote/sectionGroups","matched","New-MgUserOnenoteSectionGroup"
"Cmdlets","NewMgUserOnenoteSectionGroupSection.g.cs","v1.0","New-MgUserOnenoteSectionGroupSection","POST","/users/{param}/onenote/sectionGroups/{param}/sections","matched","New-MgUserOnenoteSectionGroupSection"
"Cmdlets","NewMgUserOnenoteSectionGroupSectionPage.g.cs","v1.0","New-MgUserOnenoteSectionGroupSectionPage","POST","/users/{param}/onenote/sectionGroups/{param}/sections/{param}/pages","matched","New-MgUserOnenoteSectionGroupSectionPage"
"Cmdlets","NewMgUserOnenoteSectionPage.g.cs","v1.0","New-MgUserOnenoteSectionPage","POST","/users/{param}/onenote/sections/{param}/pages","matched","New-MgUserOnenoteSectionPage"
"Cmdlets","RemoveMgGroupOnenote.g.cs","v1.0","Remove-MgGroupOnenote","DELETE","/groups/{param}/onenote","matched","Remove-MgGroupOnenote"
"Cmdlets","RemoveMgGroupOnenoteNotebook.g.cs","v1.0","Remove-MgGroupOnenoteNotebook","DELETE","/groups/{param}/onenote/notebooks/{param}","matched","Remove-MgGroupOnenoteNotebook"
"Cmdlets","RemoveMgGroupOnenoteNotebookSection.g.cs","v1.0","Remove-MgGroupOnenoteNotebookSection","DELETE","/groups/{param}/onenote/notebooks/{param}/sections/{param}","matched","Remove-MgGroupOnenoteNotebookSection"
"Cmdlets","RemoveMgGroupOnenoteNotebookSectionGroup.g.cs","v1.0","Remove-MgGroupOnenoteNotebookSectionGroup","DELETE","/groups/{param}/onenote/notebooks/{param}/sectionGroups/{param}","matched","Remove-MgGroupOnenoteNotebookSectionGroup"
"Cmdlets","RemoveMgGroupOnenoteNotebookSectionGroupSection.g.cs","v1.0","Remove-MgGroupOnenoteNotebookSectionGroupSection","DELETE","/groups/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}","matched","Remove-MgGroupOnenoteNotebookSectionGroupSection"
"Cmdlets","RemoveMgGroupOnenoteNotebookSectionGroupSectionPage.g.cs","v1.0","Remove-MgGroupOnenoteNotebookSectionGroupSectionPage","DELETE","/groups/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/pages/{param}","matched","Remove-MgGroupOnenoteNotebookSectionGroupSectionPage"
"Cmdlets","RemoveMgGroupOnenoteNotebookSectionGroupSectionPageContent.g.cs","v1.0","Remove-MgGroupOnenoteNotebookSectionGroupSectionPageContent","DELETE","/groups/{param}/onenote/notebooks/{param}/sectionGroups/{param}/sections/{param}/pages/{param}/content","matched","Remove-MgGroupOnenoteNotebookSectionGroupSectionPageContent"
"Cmdlets","RemoveMgGroupOnenoteNotebookSectionPage.g.cs","v1.0","Remove-MgGroupOnenoteNotebookSectionPage","DELETE","/groups/{param}/onenote/notebooks/{param}/sections/{param}/pages/{param}","matched","Remove-MgGroupOnenoteNotebookSectionPage"
"Cmdlets","RemoveMgGroupOnenoteNotebookSectionPageContent.g.cs","v1.0","Remove-MgGroupOnenoteNotebookSectionPageContent","DELETE","/groups/{param}/onenote/notebooks/{param}/sections/{param}/pages/{param}/content","matched","Remove-MgGroupOnenoteNotebookSectionPageContent"
"Cmdlets","RemoveMgGroupOnenoteOperation.g.cs","v1.0","Remove-MgGroupOnenoteOperation","DELETE","/groups/{param}/onenote/operations/{param}","matched","Remove-MgGroupOnenoteOperation"
"Cmdlets","RemoveMgGroupOnenotePage.g.cs","v1.0","Remove-MgGroupOnenotePage","DELETE","/groups/{param}/onenote/pages/{param}","matched","Remove-MgGroupOnenotePage"
"Cmdlets","RemoveMgGroupOnenotePageContent.g.cs","v1.0","Remove-MgGroupOnenotePageContent","DELETE","/groups/{param}/onenote/pages/{param}/content","matched","Remove-MgGroupOnenotePageContent"
"Cmdlets","RemoveMgGroupOnenoteResource.g.cs","v1.0","Remove-MgGroupOnenoteResource","DELETE","/groups/{param}/onenote/resources/{param}","matched","Remove-MgGroupOnenoteResource"
"Cmdlets","RemoveMgGroupOnenoteResourceContent.g.cs","v1.0","Remove-MgGroupOnenoteResourceContent","DELETE","/groups/{param}/onenote/resources/{param}/content","matched","Remove-MgGroupOnenoteResourceContent"
"Cmdlets","RemoveMgGroupOnenoteSection.g.cs","v1.0","Remove-MgGroupOnenoteSection","DELETE","/groups/{param}/onenote/sections/{param}","matched","Remove-MgGroupOnenoteSection"
"Cmdlets","RemoveMgGroupOnenoteSectionGroup.g.cs","v1.0","Remove-MgGroupOnenoteSectionGroup","DELETE","/groups/{param}/onenote/sectionGroups/{param}","matched","Remove-MgGroupOnenoteSectionGroup"
"Cmdlets","RemoveMgGroupOnenoteSectionGroupSection.g.cs","v1.0","Remove-MgGroupOnenoteSectionGroupSection","DELETE","/groups/{param}/onenote/sectionGroups/{param}/sections/{param}","matched","Remove-MgGroupOnenoteSectionGroupSection"
"Cmdlets","RemoveMgGroupOnenoteSectionGroupSectionPage.g.cs","v1.0","Remove-MgGroupOnenoteSectionGroupSectionPage","DELETE","/groups/{param}/onenote/sectionGroups/{param}/sections/{param}/pages/{param}","matched","Remove-MgGroupOnenoteSectionGroupSectionPage"
"Cmdlets","RemoveMgGroupOnenoteSectionGroupSectionPageContent.g.cs","v1.0","Remove-MgGroupOnenoteSectionGroupSectionPageContent","DELETE","/groups/{param}/onenote/sectionGroups/{param}/sections/{param}/pages/{param}/content","matched","Remove-MgGroupOnenoteSectionGroupSectionPageContent"
"Cmdlets","RemoveMgGroupOnenoteSectionPage.g.cs","v1.0","Remove-MgGroupOnenoteSectionPage","DELETE","/groups/{param}/onenote/sections/{param}/pages/{param}","matched","Remove-MgGroupOnenoteSectionPage"
