"Module","File","ApiVersion","Command","Method","Uri","Disposition","OracleCommands"
"Cmdlets","GetMgDriveItemWorkbookWorksheetProtection.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetProtection","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/protection","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeBoundingRectWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeBoundingRectWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/boundingRect(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeCellWithRowWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeCellWithRowWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/cell(row={row},column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeColumnsAfter.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeColumnsAfter","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/columnsAfter","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeColumnsAfterWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeColumnsAfterWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/columnsAfter(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeColumnsBefore.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeColumnsBefore","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/columnsBefore","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeColumnsBeforeWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeColumnsBeforeWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/columnsBefore(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeColumnWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeColumnWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/column(column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeEntireColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeEntireColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/entireColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeEntireRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeEntireRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/entireRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeIntersectionWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeIntersectionWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/intersection(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeLastCell.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeLastCell","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/lastCell","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeLastColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeLastColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/lastColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeLastRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeLastRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/lastRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeOffsetRangeWithRowOffsetWithColumnOffset.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeOffsetRangeWithRowOffsetWithColumnOffset","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/offsetRange(rowOffset={rowOffset},columnOffset={columnOffset})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeResizedRangeWithDeltaRowsWithDeltaColumns.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeResizedRangeWithDeltaRowsWithDeltaColumns","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/resizedRange(deltaRows={deltaRows},deltaColumns={deltaColumns})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeRowsAbove.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeRowsAbove","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/rowsAbove","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeRowsAboveWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeRowsAboveWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/rowsAbove(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeRowsBelow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeRowsBelow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/rowsBelow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeRowsBelowWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeRowsBelowWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/rowsBelow(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeRowWithRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeRowWithRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/row(row={row})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeUsedRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeUsedRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/usedRange","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeUsedRangeWithValuesOnly.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeUsedRangeWithValuesOnly","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/usedRange(valuesOnly={valuesOnly})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeVisibleView.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeVisibleView","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/visibleView","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetRangeWithAddress.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetRangeWithAddress","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/range(address='{address}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTable_Get.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTable","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTable_List.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTable","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTable.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTable","","","dispatcher",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumn_Get.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumn_List.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumn","","","dispatcher",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/count","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeBoundingRectWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeBoundingRectWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/boundingRect(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeCellWithRowWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeCellWithRowWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/cell(row={row},column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeColumnsAfter.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeColumnsAfter","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/columnsAfter","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeColumnsAfterWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeColumnsAfterWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/columnsAfter(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeColumnsBefore.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeColumnsBefore","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/columnsBefore","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeColumnsBeforeWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeColumnsBeforeWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/columnsBefore(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeColumnWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeColumnWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/column(column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeEntireColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeEntireColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/entireColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeEntireRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeEntireRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/entireRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeIntersectionWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeIntersectionWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/intersection(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeLastCell.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeLastCell","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/lastCell","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeLastColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeLastColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/lastColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeLastRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeLastRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/lastRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeOffsetRangeWithRowOffsetWithColumnOffset.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeOffsetRangeWithRowOffsetWithColumnOffset","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/offsetRange(rowOffset={rowOffset},columnOffset={columnOffset})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeResizedRangeWithDeltaRowsWithDeltaColumns.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeResizedRangeWithDeltaRowsWithDeltaColumns","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/resizedRange(deltaRows={deltaRows},deltaColumns={deltaColumns})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeRowsAbove.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeRowsAbove","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/rowsAbove","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeRowsAboveWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeRowsAboveWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/rowsAbove(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeRowsBelow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeRowsBelow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/rowsBelow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeRowsBelowWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeRowsBelowWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/rowsBelow(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeRowWithRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeRowWithRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/row(row={row})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeUsedRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeUsedRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/usedRange","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeUsedRangeWithValuesOnly.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeUsedRangeWithValuesOnly","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/usedRange(valuesOnly={valuesOnly})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnDataBodyRangeVisibleView.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeVisibleView","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/visibleView","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnFilter.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnFilter","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeBoundingRectWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeBoundingRectWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/boundingRect(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeCellWithRowWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeCellWithRowWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/cell(row={row},column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeColumnsAfter.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeColumnsAfter","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/columnsAfter","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeColumnsAfterWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeColumnsAfterWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/columnsAfter(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeColumnsBefore.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeColumnsBefore","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/columnsBefore","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeColumnsBeforeWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeColumnsBeforeWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/columnsBefore(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeColumnWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeColumnWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/column(column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeEntireColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeEntireColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/entireColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeEntireRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeEntireRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/entireRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeIntersectionWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeIntersectionWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/intersection(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeLastCell.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeLastCell","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/lastCell","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeLastColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeLastColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/lastColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeLastRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeLastRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/lastRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeOffsetRangeWithRowOffsetWithColumnOffset.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeOffsetRangeWithRowOffsetWithColumnOffset","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/offsetRange(rowOffset={rowOffset},columnOffset={columnOffset})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeResizedRangeWithDeltaRowsWithDeltaColumns.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeResizedRangeWithDeltaRowsWithDeltaColumns","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/resizedRange(deltaRows={deltaRows},deltaColumns={deltaColumns})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeRowsAbove.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeRowsAbove","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/rowsAbove","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeRowsAboveWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeRowsAboveWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/rowsAbove(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeRowsBelow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeRowsBelow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/rowsBelow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeRowsBelowWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeRowsBelowWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/rowsBelow(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeRowWithRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeRowWithRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/row(row={row})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeUsedRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeUsedRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/usedRange","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeUsedRangeWithValuesOnly.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeUsedRangeWithValuesOnly","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/usedRange(valuesOnly={valuesOnly})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeVisibleView.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeVisibleView","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/visibleView","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnItemAtWithIndex.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnItemAtWithIndex","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/itemAt(index={index})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeBoundingRectWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeBoundingRectWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/boundingRect(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeCellWithRowWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeCellWithRowWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/cell(row={row},column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeColumnsAfter.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeColumnsAfter","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/columnsAfter","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeColumnsAfterWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeColumnsAfterWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/columnsAfter(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeColumnsBefore.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeColumnsBefore","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/columnsBefore","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeColumnsBeforeWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeColumnsBeforeWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/columnsBefore(count={count})","no-oracle",""
