OperationId,FirstModule,FirstPath,FirstMethod,SecondModule,SecondPath,SecondMethod
group.site.termStore.set.child_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/set,Get
group.site.termStore.set.child_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/$count,Get
group.site.termStore.set.parentGroup.set.child_ListRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations,Get
group.site.termStore.set.parentGroup.set.child_CreateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations,Post
group.site.termStore.set.parentGroup.set.child_GetRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id},Get
group.site.termStore.set.parentGroup.set.child_UpdateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id},Patch
group.site.termStore.set.parentGroup.set.child_DeleteRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id},Delete
group.site.termStore.set.parentGroup.set.child.relation_GetFromTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id}/fromTerm,Get
group.site.termStore.set.parentGroup.set.child.relation_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id}/set,Get
group.site.termStore.set.parentGroup.set.child.relation_GetToTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id}/toTerm,Get
group.site.termStore.set.parentGroup.set.child.relation_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/$count,Get
group.site.termStore.set.parentGroup.set.child_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/set,Get
group.site.termStore.set.parentGroup.set.child_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/$count,Get
group.site_GetTermStore,Sites,/groups/{group-id}/sites/{site-id}/termStore,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id},Get
group.site_UpdateTermStore,Sites,/groups/{group-id}/sites/{site-id}/termStore,Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id},Patch
group.site_DeleteTermStore,Sites,/groups/{group-id}/sites/{site-id}/termStore,Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id},Delete
group.site.termStore_ListGroup,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups,Get
group.site.termStore_CreateGroup,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups,Post
group.site.termStore_GetGroup,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1},Get
group.site.termStore_UpdateGroup,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1},Patch
group.site.termStore_DeleteGroup,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1},Delete
group.site.termStore.group_ListSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets,Get
group.site.termStore.group_CreateSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets,Post
group.site.termStore.group_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id},Get
group.site.termStore.group_UpdateSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id},Patch
group.site.termStore.group_DeleteSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id},Delete
group.site.termStore.group.set_ListChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children,Get
group.site.termStore.group.set_CreateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children,Post
group.site.termStore.group.set_GetChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id},Get
group.site.termStore.group.set_UpdateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id},Patch
group.site.termStore.group.set_DeleteChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id},Delete
group.site.termStore.group.set.child_ListChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children,Get
group.site.termStore.group.set.child_CreateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children,Post
group.site.termStore.group.set.child_GetChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1},Get
group.site.termStore.group.set.child_UpdateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1},Patch
group.site.termStore.group.set.child_DeleteChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1},Delete
group.site.termStore.group.set.child_ListRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get
group.site.termStore.group.set.child_CreateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post
group.site.termStore.group.set.child_GetRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get
group.site.termStore.group.set.child_UpdateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch
group.site.termStore.group.set.child_DeleteRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete
group.site.termStore.group.set.child.relation_GetFromTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get
group.site.termStore.group.set.child.relation_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get
group.site.termStore.group.set.child.relation_GetToTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get
group.site.termStore.group.set.child.relation_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get
group.site.termStore.group.set.child_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get
group.site.termStore.group.set.child_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/$count,Get
group.site.termStore.group.set.child_ListRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations,Get
group.site.termStore.group.set.child_CreateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations,Post
group.site.termStore.group.set.child_GetRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations/{relation-id},Get
group.site.termStore.group.set.child_UpdateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations/{relation-id},Patch
group.site.termStore.group.set.child_DeleteRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations/{relation-id},Delete
group.site.termStore.group.set.child.relation_GetFromTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations/{relation-id}/fromTerm,Get
group.site.termStore.group.set.child.relation_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations/{relation-id}/set,Get
group.site.termStore.group.set.child.relation_GetToTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations/{relation-id}/toTerm,Get
group.site.termStore.group.set.child.relation_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations/$count,Get
group.site.termStore.group.set.child_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/set,Get
group.site.termStore.group.set.child_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/$count,Get
group.site.termStore.group.set_GetParentGroup,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/parentGroup,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/parentGroup,Get
group.site.termStore.group.set_UpdateParentGroup,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/parentGroup,Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/parentGroup,Patch
group.site.termStore.group.set_DeleteParentGroup,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/parentGroup,Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/parentGroup,Delete
group.site.termStore.group.set_ListRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/relations,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/relations,Get
group.site.termStore.group.set_CreateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/relations,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/relations,Post
group.site.termStore.group.set_GetRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/relations/{relation-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/relations/{relation-id},Get
group.site.termStore.group.set_UpdateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/relations/{relation-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/relations/{relation-id},Patch
group.site.termStore.group.set_DeleteRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/relations/{relation-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/relations/{relation-id},Delete
group.site.termStore.group.set.relation_GetFromTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/relations/{relation-id}/fromTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/relations/{relation-id}/fromTerm,Get
group.site.termStore.group.set.relation_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/relations/{relation-id}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/relations/{relation-id}/set,Get
group.site.termStore.group.set.relation_GetToTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/relations/{relation-id}/toTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/relations/{relation-id}/toTerm,Get
group.site.termStore.group.set.relation_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/relations/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/relations/$count,Get
group.site.termStore.group.set_ListTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms,Get
group.site.termStore.group.set_CreateTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms,Post
group.site.termStore.group.set_GetTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id},Get
group.site.termStore.group.set_UpdateTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id},Patch
group.site.termStore.group.set_DeleteTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id},Delete
group.site.termStore.group.set.term_ListChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children,Get
group.site.termStore.group.set.term_CreateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children,Post
group.site.termStore.group.set.term_GetChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1},Get
group.site.termStore.group.set.term_UpdateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1},Patch
group.site.termStore.group.set.term_DeleteChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1},Delete
group.site.termStore.group.set.term.child_ListRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Get
group.site.termStore.group.set.term.child_CreateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Post
group.site.termStore.group.set.term.child_GetRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Get
group.site.termStore.group.set.term.child_UpdateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Patch
group.site.termStore.group.set.term.child_DeleteRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Delete
group.site.termStore.group.set.term.child.relation_GetFromTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get
group.site.termStore.group.set.term.child.relation_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get
group.site.termStore.group.set.term.child.relation_GetToTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get
group.site.termStore.group.set.term.child.relation_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/$count,Get
group.site.termStore.group.set.term.child_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/set,Get
group.site.termStore.group.set.term.child_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/$count,Get
group.site.termStore.group.set.term_ListRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations,Get
