OperationId,FirstModule,FirstPath,FirstMethod,SecondModule,SecondPath,SecondMethod
site.termStore.set_CreateTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms,Post,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms,Post
site.termStore.set_GetTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id},Get
site.termStore.set_UpdateTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id},Patch
site.termStore.set_DeleteTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id},Delete
site.termStore.set.term_ListChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children,Get
site.termStore.set.term_CreateChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children,Post,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children,Post
site.termStore.set.term_GetChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1},Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1},Get
site.termStore.set.term_UpdateChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1},Patch,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1},Patch
site.termStore.set.term_DeleteChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1},Delete,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1},Delete
site.termStore.set.term.child_ListRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Get
site.termStore.set.term.child_CreateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Post,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Post
site.termStore.set.term.child_GetRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Get
site.termStore.set.term.child_UpdateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Patch
site.termStore.set.term.child_DeleteRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Delete
site.termStore.set.term.child.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get
site.termStore.set.term.child.relation_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get
site.termStore.set.term.child.relation_GetToTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get
site.termStore.set.term.child.relation_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/$count,Get
site.termStore.set.term.child_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/set,Get
site.termStore.set.term.child_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/$count,Get
site.termStore.set.term_ListRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations,Get
site.termStore.set.term_CreateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations,Post,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations,Post
site.termStore.set.term_GetRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Get
site.termStore.set.term_UpdateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Patch
site.termStore.set.term_DeleteRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Delete
site.termStore.set.term.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/fromTerm,Get
site.termStore.set.term.relation_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/set,Get
site.termStore.set.term.relation_GetToTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/toTerm,Get
site.termStore.set.term.relation_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/$count,Get
site.termStore.set.term_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/set,Get
site.termStore.set.term_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/terms/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/$count,Get
site.termStore.set_GetCount,Sites,/sites/{site-id}/termStore/sets/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/$count,Get
site_GetCount,Sites,/sites/{site-id}/sites/$count,Get,Sites,/sites/$count,Get
user.authentication.method_resetPassword,Identity.SignIns,/users/{user-id}/authentication/methods/{authenticationMethod-id}/microsoft.graph.resetPassword,Post,Users.Actions,/users/{user-id}/authentication/methods/{authenticationMethod-id}/microsoft.graph.resetPassword,Post
user.authentication.phoneMethod_disableSmsSignIn,Identity.SignIns,/users/{user-id}/authentication/phoneMethods/{phoneAuthenticationMethod-id}/microsoft.graph.disableSmsSignIn,Post,Users.Actions,/users/{user-id}/authentication/phoneMethods/{phoneAuthenticationMethod-id}/microsoft.graph.disableSmsSignIn,Post
user.authentication.phoneMethod_enableSmsSignIn,Identity.SignIns,/users/{user-id}/authentication/phoneMethods/{phoneAuthenticationMethod-id}/microsoft.graph.enableSmsSignIn,Post,Users.Actions,/users/{user-id}/authentication/phoneMethods/{phoneAuthenticationMethod-id}/microsoft.graph.enableSmsSignIn,Post
user.calendar_getSchedule,Calendar,/users/{user-id}/calendar/microsoft.graph.getSchedule,Post,Users.Actions,/users/{user-id}/calendars/{calendar-id}/microsoft.graph.getSchedule,Post
user.chat.installedApp_upgrade,Teams,/users/{user-id}/chats/{chat-id}/installedApps/{teamsAppInstallation-id}/microsoft.graph.upgrade,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/installedApps/{teamsAppInstallation-id}/microsoft.graph.upgrade,Post
user.chat.member_add,Teams,/users/{user-id}/chats/{chat-id}/members/microsoft.graph.add,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/members/microsoft.graph.add,Post
user.chat.message_setReaction,Teams,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/microsoft.graph.setReaction,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/microsoft.graph.setReaction,Post
user.chat.message_softDelete,Teams,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/microsoft.graph.softDelete,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/microsoft.graph.softDelete,Post
user.chat.message_undoSoftDelete,Teams,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/microsoft.graph.undoSoftDelete,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/microsoft.graph.undoSoftDelete,Post
user.chat.message_unsetReaction,Teams,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/microsoft.graph.unsetReaction,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/microsoft.graph.unsetReaction,Post
user.chat.message.reply_setReaction,Teams,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/replies/{chatMessage-id1}/microsoft.graph.setReaction,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/replies/{chatMessage-id1}/microsoft.graph.setReaction,Post
user.chat.message.reply_softDelete,Teams,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/replies/{chatMessage-id1}/microsoft.graph.softDelete,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/replies/{chatMessage-id1}/microsoft.graph.softDelete,Post
user.chat.message.reply_undoSoftDelete,Teams,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/replies/{chatMessage-id1}/microsoft.graph.undoSoftDelete,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/replies/{chatMessage-id1}/microsoft.graph.undoSoftDelete,Post
user.chat.message.reply_unsetReaction,Teams,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/replies/{chatMessage-id1}/microsoft.graph.unsetReaction,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/messages/{chatMessage-id}/replies/{chatMessage-id1}/microsoft.graph.unsetReaction,Post
user.chat_hideGraphFPreUser,Teams,/users/{user-id}/chats/{chat-id}/microsoft.graph.hideForUser,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/microsoft.graph.hideForUser,Post
user.chat_markChatReadGraphFPreUser,Teams,/users/{user-id}/chats/{chat-id}/microsoft.graph.markChatReadForUser,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/microsoft.graph.markChatReadForUser,Post
user.chat_markChatUnreadGraphFPreUser,Teams,/users/{user-id}/chats/{chat-id}/microsoft.graph.markChatUnreadForUser,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/microsoft.graph.markChatUnreadForUser,Post
user.chat_sendActivityNotification,Teams,/users/{user-id}/chats/{chat-id}/microsoft.graph.sendActivityNotification,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/microsoft.graph.sendActivityNotification,Post
user.chat_unhideGraphFPreUser,Teams,/users/{user-id}/chats/{chat-id}/microsoft.graph.unhideForUser,Post,Users.Actions,/users/{user-id}/chats/{chat-id}/microsoft.graph.unhideForUser,Post
user.drive.item.listItem.documentSetVersion_restore,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/listItem/documentSetVersions/{documentSetVersion-id}/microsoft.graph.restore,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/listItem/documentSetVersions/{documentSetVersion-id}/microsoft.graph.restore,Post
user.drive.item.listItem_createLink,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/listItem/microsoft.graph.createLink,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/listItem/microsoft.graph.createLink,Post
user.drive.item.listItem.version_restoreVersion,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/listItem/versions/{listItemVersion-id}/microsoft.graph.restoreVersion,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/listItem/versions/{listItemVersion-id}/microsoft.graph.restoreVersion,Post
user.drive.item_assignSensitivityLabel,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.assignSensitivityLabel,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.assignSensitivityLabel,Post
user.drive.item_checkin,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.checkin,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.checkin,Post
user.drive.item_checkout,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.checkout,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.checkout,Post
user.drive.item_copy,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.copy,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.copy,Post
user.drive.item_createLink,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.createLink,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.createLink,Post
user.drive.item_createUploadSession,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.createUploadSession,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.createUploadSession,Post
user.drive.item_extractSensitivityLabel,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.extractSensitivityLabels,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.extractSensitivityLabels,Post
user.drive.item_follow,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.follow,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.follow,Post
user.drive.item_invite,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.invite,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.invite,Post
user.drive.item_permanentDelete,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.permanentDelete,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.permanentDelete,Post
user.drive.item_preview,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.preview,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.preview,Post
user.drive.item_restore,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.restore,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.restore,Post
user.drive.item_unfollow,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.unfollow,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.unfollow,Post
user.drive.item_validatePermission,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.validatePermission,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.validatePermission,Post
user.drive.item.permission_grant,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/permissions/{permission-id}/microsoft.graph.grant,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/permissions/{permission-id}/microsoft.graph.grant,Post
user.drive.item.subscription_reauthorize,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/subscriptions/{subscription-id}/microsoft.graph.reauthorize,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/subscriptions/{subscription-id}/microsoft.graph.reauthorize,Post
user.drive.item.version_restoreVersion,Files,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/versions/{driveItemVersion-id}/microsoft.graph.restoreVersion,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/items/{driveItem-id}/versions/{driveItemVersion-id}/microsoft.graph.restoreVersion,Post
user.drive.list.contentType_associateGraphWPreHubSite,Files,/users/{user-id}/drives/{drive-id}/list/contentTypes/{contentType-id}/microsoft.graph.associateWithHubSites,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/list/contentTypes/{contentType-id}/microsoft.graph.associateWithHubSites,Post
user.drive.list.contentType_copyToDefaultContentLocation,Files,/users/{user-id}/drives/{drive-id}/list/contentTypes/{contentType-id}/microsoft.graph.copyToDefaultContentLocation,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/list/contentTypes/{contentType-id}/microsoft.graph.copyToDefaultContentLocation,Post
user.drive.list.contentType_publish,Files,/users/{user-id}/drives/{drive-id}/list/contentTypes/{contentType-id}/microsoft.graph.publish,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/list/contentTypes/{contentType-id}/microsoft.graph.publish,Post
user.drive.list.contentType_unpublish,Files,/users/{user-id}/drives/{drive-id}/list/contentTypes/{contentType-id}/microsoft.graph.unpublish,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/list/contentTypes/{contentType-id}/microsoft.graph.unpublish,Post
user.drive.list.contentType_addCopy,Files,/users/{user-id}/drives/{drive-id}/list/contentTypes/microsoft.graph.addCopy,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/list/contentTypes/microsoft.graph.addCopy,Post
user.drive.list.contentType_addCopyFromContentTypeHub,Files,/users/{user-id}/drives/{drive-id}/list/contentTypes/microsoft.graph.addCopyFromContentTypeHub,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/list/contentTypes/microsoft.graph.addCopyFromContentTypeHub,Post
user.drive.list.item.documentSetVersion_restore,Files,/users/{user-id}/drives/{drive-id}/list/items/{listItem-id}/documentSetVersions/{documentSetVersion-id}/microsoft.graph.restore,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/list/items/{listItem-id}/documentSetVersions/{documentSetVersion-id}/microsoft.graph.restore,Post
user.drive.list.item_createLink,Files,/users/{user-id}/drives/{drive-id}/list/items/{listItem-id}/microsoft.graph.createLink,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/list/items/{listItem-id}/microsoft.graph.createLink,Post
user.drive.list.item.version_restoreVersion,Files,/users/{user-id}/drives/{drive-id}/list/items/{listItem-id}/versions/{listItemVersion-id}/microsoft.graph.restoreVersion,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/list/items/{listItem-id}/versions/{listItemVersion-id}/microsoft.graph.restoreVersion,Post
user.drive.list.subscription_reauthorize,Files,/users/{user-id}/drives/{drive-id}/list/subscriptions/{subscription-id}/microsoft.graph.reauthorize,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/list/subscriptions/{subscription-id}/microsoft.graph.reauthorize,Post
user.drive.root.listItem.documentSetVersion_restore,Files,/users/{user-id}/drives/{drive-id}/root/listItem/documentSetVersions/{documentSetVersion-id}/microsoft.graph.restore,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/listItem/documentSetVersions/{documentSetVersion-id}/microsoft.graph.restore,Post
user.drive.root.listItem_createLink,Files,/users/{user-id}/drives/{drive-id}/root/listItem/microsoft.graph.createLink,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/listItem/microsoft.graph.createLink,Post
user.drive.root.listItem.version_restoreVersion,Files,/users/{user-id}/drives/{drive-id}/root/listItem/versions/{listItemVersion-id}/microsoft.graph.restoreVersion,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/listItem/versions/{listItemVersion-id}/microsoft.graph.restoreVersion,Post
user.drive.root_assignSensitivityLabel,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.assignSensitivityLabel,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.assignSensitivityLabel,Post
user.drive.root_checkin,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.checkin,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.checkin,Post
user.drive.root_checkout,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.checkout,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.checkout,Post
user.drive.root_copy,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.copy,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.copy,Post
user.drive.root_createLink,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.createLink,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.createLink,Post
user.drive.root_createUploadSession,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.createUploadSession,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.createUploadSession,Post
user.drive.root_extractSensitivityLabel,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.extractSensitivityLabels,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.extractSensitivityLabels,Post
user.drive.root_follow,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.follow,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.follow,Post
user.drive.root_invite,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.invite,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.invite,Post
user.drive.root_permanentDelete,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.permanentDelete,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.permanentDelete,Post
user.drive.root_preview,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.preview,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.preview,Post
user.drive.root_restore,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.restore,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.restore,Post
user.drive.root_unfollow,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.unfollow,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.unfollow,Post
user.drive.root_validatePermission,Files,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.validatePermission,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/microsoft.graph.validatePermission,Post
user.drive.root.permission_grant,Files,/users/{user-id}/drives/{drive-id}/root/permissions/{permission-id}/microsoft.graph.grant,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/permissions/{permission-id}/microsoft.graph.grant,Post
user.drive.root.subscription_reauthorize,Files,/users/{user-id}/drives/{drive-id}/root/subscriptions/{subscription-id}/microsoft.graph.reauthorize,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/subscriptions/{subscription-id}/microsoft.graph.reauthorize,Post
user.drive.root.version_restoreVersion,Files,/users/{user-id}/drives/{drive-id}/root/versions/{driveItemVersion-id}/microsoft.graph.restoreVersion,Post,Users.Actions,/users/{user-id}/drives/{drive-id}/root/versions/{driveItemVersion-id}/microsoft.graph.restoreVersion,Post
user.event.attachment_createUploadSession,Calendar,/users/{user-id}/events/{event-id}/attachments/microsoft.graph.createUploadSession,Post,Users.Actions,/users/{user-id}/events/{event-id}/attachments/microsoft.graph.createUploadSession,Post
user.event.instance.attachment_createUploadSession,Calendar,/users/{user-id}/events/{event-id}/instances/{event-id1}/attachments/microsoft.graph.createUploadSession,Post,Users.Actions,/users/{user-id}/events/{event-id}/instances/{event-id1}/attachments/microsoft.graph.createUploadSession,Post
user.event.instance_accept,Calendar,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.accept,Post,Users.Actions,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.accept,Post
user.event.instance_cancel,Calendar,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.cancel,Post,Users.Actions,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.cancel,Post
user.event.instance_decline,Calendar,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.decline,Post,Users.Actions,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.decline,Post
user.event.instance_dismissReminder,Calendar,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.dismissReminder,Post,Users.Actions,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.dismissReminder,Post
user.event.instance_forward,Calendar,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.forward,Post,Users.Actions,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.forward,Post
user.event.instance_snoozeReminder,Calendar,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.snoozeReminder,Post,Users.Actions,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.snoozeReminder,Post
user.event.instance_tentativelyAccept,Calendar,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.tentativelyAccept,Post,Users.Actions,/users/{user-id}/events/{event-id}/instances/{event-id1}/microsoft.graph.tentativelyAccept,Post
user.event_accept,Calendar,/users/{user-id}/events/{event-id}/microsoft.graph.accept,Post,Users.Actions,/users/{user-id}/events/{event-id}/microsoft.graph.accept,Post
user.event_cancel,Calendar,/users/{user-id}/events/{event-id}/microsoft.graph.cancel,Post,Users.Actions,/users/{user-id}/events/{event-id}/microsoft.graph.cancel,Post
user.event_decline,Calendar,/users/{user-id}/events/{event-id}/microsoft.graph.decline,Post,Users.Actions,/users/{user-id}/events/{event-id}/microsoft.graph.decline,Post
user.event_dismissReminder,Calendar,/users/{user-id}/events/{event-id}/microsoft.graph.dismissReminder,Post,Users.Actions,/users/{user-id}/events/{event-id}/microsoft.graph.dismissReminder,Post
user.event_forward,Calendar,/users/{user-id}/events/{event-id}/microsoft.graph.forward,Post,Users.Actions,/users/{user-id}/events/{event-id}/microsoft.graph.forward,Post
user.event_snoozeReminder,Calendar,/users/{user-id}/events/{event-id}/microsoft.graph.snoozeReminder,Post,Users.Actions,/users/{user-id}/events/{event-id}/microsoft.graph.snoozeReminder,Post
user.event_tentativelyAccept,Calendar,/users/{user-id}/events/{event-id}/microsoft.graph.tentativelyAccept,Post,Users.Actions,/users/{user-id}/events/{event-id}/microsoft.graph.tentativelyAccept,Post
user.followedSite_add,Sites,/users/{user-id}/followedSites/microsoft.graph.add,Post,Users.Actions,/users/{user-id}/followedSites/microsoft.graph.add,Post
