"Module","ApiVersion","Cmdlet","Verb","Noun","RequestPath","IsWorker","File"
"Devices.CorporateManagement","v1.0","Get-MgUserManagedDeviceWindowsProtectionStateDetectedMalwareState_List","Get","MgUserManagedDeviceWindowsProtectionStateDetectedMalwareState_List","Users[UserId].ManagedDevices[ManagedDeviceId].WindowsProtectionState.DetectedMalwareState","True","GetMgUserManagedDeviceWindowsProtectionStateDetectedMalwareState_List.g.cs"
"Devices.CorporateManagement","v1.0","Get-MgUserManagedDeviceWindowsProtectionStateDetectedMalwareStateCount","Get","MgUserManagedDeviceWindowsProtectionStateDetectedMalwareStateCount","Users[UserId].ManagedDevices[ManagedDeviceId].WindowsProtectionState.DetectedMalwareState.Count","False","GetMgUserManagedDeviceWindowsProtectionStateDetectedMalwareStateCount.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgCleanUserManagedDeviceWindowsDevice","Invoke","MgCleanUserManagedDeviceWindowsDevice","Users[UserId].ManagedDevices[ManagedDeviceId].CleanWindowsDevice","False","InvokeMgCleanUserManagedDeviceWindowsDevice.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionFileCommit","Invoke","MgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionFileCommit","DeviceAppManagement.MobileApps[MobileAppId].GraphAndroidLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].Commit","False","InvokeMgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionFileCommit.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionFileRenewUpload","Invoke","MgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionFileRenewUpload","DeviceAppManagement.MobileApps[MobileAppId].GraphAndroidLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].RenewUpload","False","InvokeMgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionFileRenewUpload.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsIosLobAppContentVersionFileCommit","Invoke","MgDeviceAppManagementMobileAppAsIosLobAppContentVersionFileCommit","DeviceAppManagement.MobileApps[MobileAppId].GraphIosLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].Commit","False","InvokeMgDeviceAppManagementMobileAppAsIosLobAppContentVersionFileCommit.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsIosLobAppContentVersionFileRenewUpload","Invoke","MgDeviceAppManagementMobileAppAsIosLobAppContentVersionFileRenewUpload","DeviceAppManagement.MobileApps[MobileAppId].GraphIosLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].RenewUpload","False","InvokeMgDeviceAppManagementMobileAppAsIosLobAppContentVersionFileRenewUpload.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionFileCommit","Invoke","MgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionFileCommit","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSDmgApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].Commit","False","InvokeMgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionFileCommit.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionFileRenewUpload","Invoke","MgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionFileRenewUpload","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSDmgApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].RenewUpload","False","InvokeMgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionFileRenewUpload.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionFileCommit","Invoke","MgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionFileCommit","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].Commit","False","InvokeMgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionFileCommit.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionFileRenewUpload","Invoke","MgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionFileRenewUpload","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].RenewUpload","False","InvokeMgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionFileRenewUpload.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsManagedAndroidLobAppContentVersionFileCommit","Invoke","MgDeviceAppManagementMobileAppAsManagedAndroidLobAppContentVersionFileCommit","DeviceAppManagement.MobileApps[MobileAppId].GraphManagedAndroidLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].Commit","False","InvokeMgDeviceAppManagementMobileAppAsManagedAndroidLobAppContentVersionFileCommit.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsManagedAndroidLobAppContentVersionFileRenewUpload","Invoke","MgDeviceAppManagementMobileAppAsManagedAndroidLobAppContentVersionFileRenewUpload","DeviceAppManagement.MobileApps[MobileAppId].GraphManagedAndroidLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].RenewUpload","False","InvokeMgDeviceAppManagementMobileAppAsManagedAndroidLobAppContentVersionFileRenewUpload.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsManagedIOSLobAppContentVersionFileCommit","Invoke","MgDeviceAppManagementMobileAppAsManagedIOSLobAppContentVersionFileCommit","DeviceAppManagement.MobileApps[MobileAppId].GraphManagedIOSLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].Commit","False","InvokeMgDeviceAppManagementMobileAppAsManagedIOSLobAppContentVersionFileCommit.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsManagedIOSLobAppContentVersionFileRenewUpload","Invoke","MgDeviceAppManagementMobileAppAsManagedIOSLobAppContentVersionFileRenewUpload","DeviceAppManagement.MobileApps[MobileAppId].GraphManagedIOSLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].RenewUpload","False","InvokeMgDeviceAppManagementMobileAppAsManagedIOSLobAppContentVersionFileRenewUpload.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsManagedMobileLobAppContentVersionFileCommit","Invoke","MgDeviceAppManagementMobileAppAsManagedMobileLobAppContentVersionFileCommit","DeviceAppManagement.MobileApps[MobileAppId].GraphManagedMobileLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].Commit","False","InvokeMgDeviceAppManagementMobileAppAsManagedMobileLobAppContentVersionFileCommit.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsManagedMobileLobAppContentVersionFileRenewUpload","Invoke","MgDeviceAppManagementMobileAppAsManagedMobileLobAppContentVersionFileRenewUpload","DeviceAppManagement.MobileApps[MobileAppId].GraphManagedMobileLobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].RenewUpload","False","InvokeMgDeviceAppManagementMobileAppAsManagedMobileLobAppContentVersionFileRenewUpload.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsWin32LobAppContentVersionFileCommit","Invoke","MgDeviceAppManagementMobileAppAsWin32LobAppContentVersionFileCommit","DeviceAppManagement.MobileApps[MobileAppId].GraphWin32LobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].Commit","False","InvokeMgDeviceAppManagementMobileAppAsWin32LobAppContentVersionFileCommit.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsWin32LobAppContentVersionFileRenewUpload","Invoke","MgDeviceAppManagementMobileAppAsWin32LobAppContentVersionFileRenewUpload","DeviceAppManagement.MobileApps[MobileAppId].GraphWin32LobApp.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].RenewUpload","False","InvokeMgDeviceAppManagementMobileAppAsWin32LobAppContentVersionFileRenewUpload.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsWindowsAppXContentVersionFileCommit","Invoke","MgDeviceAppManagementMobileAppAsWindowsAppXContentVersionFileCommit","DeviceAppManagement.MobileApps[MobileAppId].GraphWindowsAppX.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].Commit","False","InvokeMgDeviceAppManagementMobileAppAsWindowsAppXContentVersionFileCommit.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsWindowsAppXContentVersionFileRenewUpload","Invoke","MgDeviceAppManagementMobileAppAsWindowsAppXContentVersionFileRenewUpload","DeviceAppManagement.MobileApps[MobileAppId].GraphWindowsAppX.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].RenewUpload","False","InvokeMgDeviceAppManagementMobileAppAsWindowsAppXContentVersionFileRenewUpload.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsWindowsMobileMSIContentVersionFileCommit","Invoke","MgDeviceAppManagementMobileAppAsWindowsMobileMSIContentVersionFileCommit","DeviceAppManagement.MobileApps[MobileAppId].GraphWindowsMobileMSI.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].Commit","False","InvokeMgDeviceAppManagementMobileAppAsWindowsMobileMSIContentVersionFileCommit.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsWindowsMobileMSIContentVersionFileRenewUpload","Invoke","MgDeviceAppManagementMobileAppAsWindowsMobileMSIContentVersionFileRenewUpload","DeviceAppManagement.MobileApps[MobileAppId].GraphWindowsMobileMSI.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].RenewUpload","False","InvokeMgDeviceAppManagementMobileAppAsWindowsMobileMSIContentVersionFileRenewUpload.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsWindowsUniversalAppXContentVersionFileCommit","Invoke","MgDeviceAppManagementMobileAppAsWindowsUniversalAppXContentVersionFileCommit","DeviceAppManagement.MobileApps[MobileAppId].GraphWindowsUniversalAppX.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].Commit","False","InvokeMgDeviceAppManagementMobileAppAsWindowsUniversalAppXContentVersionFileCommit.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDeviceAppManagementMobileAppAsWindowsUniversalAppXContentVersionFileRenewUpload","Invoke","MgDeviceAppManagementMobileAppAsWindowsUniversalAppXContentVersionFileRenewUpload","DeviceAppManagement.MobileApps[MobileAppId].GraphWindowsUniversalAppX.ContentVersions[MobileAppContentId].Files[MobileAppContentFileId].RenewUpload","False","InvokeMgDeviceAppManagementMobileAppAsWindowsUniversalAppXContentVersionFileRenewUpload.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgDownUserManagedDeviceShut","Invoke","MgDownUserManagedDeviceShut","Users[UserId].ManagedDevices[ManagedDeviceId].ShutDown","False","InvokeMgDownUserManagedDeviceShut.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgLogoutUserManagedDeviceSharedAppleDeviceActiveUser","Invoke","MgLogoutUserManagedDeviceSharedAppleDeviceActiveUser","Users[UserId].ManagedDevices[ManagedDeviceId].LogoutSharedAppleDeviceActiveUser","False","InvokeMgLogoutUserManagedDeviceSharedAppleDeviceActiveUser.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgRetireUserManagedDevice","Invoke","MgRetireUserManagedDevice","Users[UserId].ManagedDevices[ManagedDeviceId].Retire","False","InvokeMgRetireUserManagedDevice.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgScanUserManagedDeviceWindowsDefender","Invoke","MgScanUserManagedDeviceWindowsDefender","Users[UserId].ManagedDevices[ManagedDeviceId].WindowsDefenderScan","False","InvokeMgScanUserManagedDeviceWindowsDefender.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgTargetDeviceAppManagementManagedAppPolicyApp","Invoke","MgTargetDeviceAppManagementManagedAppPolicyApp","DeviceAppManagement.ManagedAppPolicies[ManagedAppPolicyId].TargetApps","False","InvokeMgTargetDeviceAppManagementManagedAppPolicyApp.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgTargetDeviceAppManagementManagedAppRegistrationAppliedPolicyApp","Invoke","MgTargetDeviceAppManagementManagedAppRegistrationAppliedPolicyApp","DeviceAppManagement.ManagedAppRegistrations[ManagedAppRegistrationId].AppliedPolicies[ManagedAppPolicyId].TargetApps","False","InvokeMgTargetDeviceAppManagementManagedAppRegistrationAppliedPolicyApp.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgTargetDeviceAppManagementManagedAppRegistrationIntendedPolicyApp","Invoke","MgTargetDeviceAppManagementManagedAppRegistrationIntendedPolicyApp","DeviceAppManagement.ManagedAppRegistrations[ManagedAppRegistrationId].IntendedPolicies[ManagedAppPolicyId].TargetApps","False","InvokeMgTargetDeviceAppManagementManagedAppRegistrationIntendedPolicyApp.g.cs"
"Devices.CorporateManagement","v1.0","Invoke-MgTargetDeviceAppManagementTargetedManagedAppConfigurationApp","Invoke","MgTargetDeviceAppManagementTargetedManagedAppConfigurationApp","DeviceAppManagement.TargetedManagedAppConfigurations[TargetedManagedAppConfigurationId].TargetApps","False","InvokeMgTargetDeviceAppManagementTargetedManagedAppConfigurationApp.g.cs"
"Devices.CorporateManagement","v1.0","Lock-MgUserManagedDeviceRemote","Lock","MgUserManagedDeviceRemote","Users[UserId].ManagedDevices[ManagedDeviceId].RemoteLock","False","LockMgUserManagedDeviceRemote.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementAndroidManagedAppProtection","New","MgDeviceAppManagementAndroidManagedAppProtection","DeviceAppManagement.AndroidManagedAppProtections","False","NewMgDeviceAppManagementAndroidManagedAppProtection.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementAndroidManagedAppProtectionApp","New","MgDeviceAppManagementAndroidManagedAppProtectionApp","DeviceAppManagement.AndroidManagedAppProtections[AndroidManagedAppProtectionId].Apps","False","NewMgDeviceAppManagementAndroidManagedAppProtectionApp.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementAndroidManagedAppProtectionAssignment","New","MgDeviceAppManagementAndroidManagedAppProtectionAssignment","DeviceAppManagement.AndroidManagedAppProtections[AndroidManagedAppProtectionId].Assignments","False","NewMgDeviceAppManagementAndroidManagedAppProtectionAssignment.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementDefaultManagedAppProtection","New","MgDeviceAppManagementDefaultManagedAppProtection","DeviceAppManagement.DefaultManagedAppProtections","False","NewMgDeviceAppManagementDefaultManagedAppProtection.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementDefaultManagedAppProtectionApp","New","MgDeviceAppManagementDefaultManagedAppProtectionApp","DeviceAppManagement.DefaultManagedAppProtections[DefaultManagedAppProtectionId].Apps","False","NewMgDeviceAppManagementDefaultManagedAppProtectionApp.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementiOSManagedAppProtection","New","MgDeviceAppManagementiOSManagedAppProtection","DeviceAppManagement.IosManagedAppProtections","False","NewMgDeviceAppManagementiOSManagedAppProtection.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementiOSManagedAppProtectionApp","New","MgDeviceAppManagementiOSManagedAppProtectionApp","DeviceAppManagement.IosManagedAppProtections[IosManagedAppProtectionId].Apps","False","NewMgDeviceAppManagementiOSManagedAppProtectionApp.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementiOSManagedAppProtectionAssignment","New","MgDeviceAppManagementiOSManagedAppProtectionAssignment","DeviceAppManagement.IosManagedAppProtections[IosManagedAppProtectionId].Assignments","False","NewMgDeviceAppManagementiOSManagedAppProtectionAssignment.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementManagedAppPolicy","New","MgDeviceAppManagementManagedAppPolicy","DeviceAppManagement.ManagedAppPolicies","False","NewMgDeviceAppManagementManagedAppPolicy.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementManagedAppRegistration","New","MgDeviceAppManagementManagedAppRegistration","DeviceAppManagement.ManagedAppRegistrations","False","NewMgDeviceAppManagementManagedAppRegistration.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementManagedAppRegistrationAppliedPolicy","New","MgDeviceAppManagementManagedAppRegistrationAppliedPolicy","DeviceAppManagement.ManagedAppRegistrations[ManagedAppRegistrationId].AppliedPolicies","False","NewMgDeviceAppManagementManagedAppRegistrationAppliedPolicy.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementManagedAppRegistrationIntendedPolicy","New","MgDeviceAppManagementManagedAppRegistrationIntendedPolicy","DeviceAppManagement.ManagedAppRegistrations[ManagedAppRegistrationId].IntendedPolicies","False","NewMgDeviceAppManagementManagedAppRegistrationIntendedPolicy.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementManagedAppRegistrationOperation","New","MgDeviceAppManagementManagedAppRegistrationOperation","DeviceAppManagement.ManagedAppRegistrations[ManagedAppRegistrationId].Operations","False","NewMgDeviceAppManagementManagedAppRegistrationOperation.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementManagedAppStatus","New","MgDeviceAppManagementManagedAppStatus","DeviceAppManagement.ManagedAppStatuses","False","NewMgDeviceAppManagementManagedAppStatus.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementManagedEBook","New","MgDeviceAppManagementManagedEBook","DeviceAppManagement.ManagedEBooks","False","NewMgDeviceAppManagementManagedEBook.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementManagedEBookAssignment","New","MgDeviceAppManagementManagedEBookAssignment","DeviceAppManagement.ManagedEBooks[ManagedEBookId].Assignments","False","NewMgDeviceAppManagementManagedEBookAssignment.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementManagedEBookDeviceState","New","MgDeviceAppManagementManagedEBookDeviceState","DeviceAppManagement.ManagedEBooks[ManagedEBookId].DeviceStates","False","NewMgDeviceAppManagementManagedEBookDeviceState.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementManagedEBookUserStateSummary","New","MgDeviceAppManagementManagedEBookUserStateSummary","DeviceAppManagement.ManagedEBooks[ManagedEBookId].UserStateSummary","False","NewMgDeviceAppManagementManagedEBookUserStateSummary.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementManagedEBookUserStateSummaryDeviceState","New","MgDeviceAppManagementManagedEBookUserStateSummaryDeviceState","DeviceAppManagement.ManagedEBooks[ManagedEBookId].UserStateSummary[UserInstallStateSummaryId].DeviceStates","False","NewMgDeviceAppManagementManagedEBookUserStateSummaryDeviceState.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMdmWindowsInformationProtectionPolicy","New","MgDeviceAppManagementMdmWindowsInformationProtectionPolicy","DeviceAppManagement.MdmWindowsInformationProtectionPolicies","False","NewMgDeviceAppManagementMdmWindowsInformationProtectionPolicy.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMdmWindowsInformationProtectionPolicyAssignment","New","MgDeviceAppManagementMdmWindowsInformationProtectionPolicyAssignment","DeviceAppManagement.MdmWindowsInformationProtectionPolicies[MdmWindowsInformationProtectionPolicyId].Assignments","False","NewMgDeviceAppManagementMdmWindowsInformationProtectionPolicyAssignment.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMdmWindowsInformationProtectionPolicyExemptAppLockerFile","New","MgDeviceAppManagementMdmWindowsInformationProtectionPolicyExemptAppLockerFile","DeviceAppManagement.MdmWindowsInformationProtectionPolicies[MdmWindowsInformationProtectionPolicyId].ExemptAppLockerFiles","False","NewMgDeviceAppManagementMdmWindowsInformationProtectionPolicyExemptAppLockerFile.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMdmWindowsInformationProtectionPolicyProtectedAppLockerFile","New","MgDeviceAppManagementMdmWindowsInformationProtectionPolicyProtectedAppLockerFile","DeviceAppManagement.MdmWindowsInformationProtectionPolicies[MdmWindowsInformationProtectionPolicyId].ProtectedAppLockerFiles","False","NewMgDeviceAppManagementMdmWindowsInformationProtectionPolicyProtectedAppLockerFile.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileApp","New","MgDeviceAppManagementMobileApp","DeviceAppManagement.MobileApps","False","NewMgDeviceAppManagementMobileApp.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsAndroidLobAppAssignment","New","MgDeviceAppManagementMobileAppAsAndroidLobAppAssignment","DeviceAppManagement.MobileApps[MobileAppId].GraphAndroidLobApp.Assignments","False","NewMgDeviceAppManagementMobileAppAsAndroidLobAppAssignment.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsAndroidLobAppContentVersion","New","MgDeviceAppManagementMobileAppAsAndroidLobAppContentVersion","DeviceAppManagement.MobileApps[MobileAppId].GraphAndroidLobApp.ContentVersions","False","NewMgDeviceAppManagementMobileAppAsAndroidLobAppContentVersion.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionContainedApp","New","MgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionContainedApp","DeviceAppManagement.MobileApps[MobileAppId].GraphAndroidLobApp.ContentVersions[MobileAppContentId].ContainedApps","False","NewMgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionContainedApp.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionFile","New","MgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionFile","DeviceAppManagement.MobileApps[MobileAppId].GraphAndroidLobApp.ContentVersions[MobileAppContentId].Files","False","NewMgDeviceAppManagementMobileAppAsAndroidLobAppContentVersionFile.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsAndroidStoreAppAssignment","New","MgDeviceAppManagementMobileAppAsAndroidStoreAppAssignment","DeviceAppManagement.MobileApps[MobileAppId].GraphAndroidStoreApp.Assignments","False","NewMgDeviceAppManagementMobileAppAsAndroidStoreAppAssignment.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsIosLobAppAssignment","New","MgDeviceAppManagementMobileAppAsIosLobAppAssignment","DeviceAppManagement.MobileApps[MobileAppId].GraphIosLobApp.Assignments","False","NewMgDeviceAppManagementMobileAppAsIosLobAppAssignment.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsIosLobAppContentVersion","New","MgDeviceAppManagementMobileAppAsIosLobAppContentVersion","DeviceAppManagement.MobileApps[MobileAppId].GraphIosLobApp.ContentVersions","False","NewMgDeviceAppManagementMobileAppAsIosLobAppContentVersion.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsIosLobAppContentVersionContainedApp","New","MgDeviceAppManagementMobileAppAsIosLobAppContentVersionContainedApp","DeviceAppManagement.MobileApps[MobileAppId].GraphIosLobApp.ContentVersions[MobileAppContentId].ContainedApps","False","NewMgDeviceAppManagementMobileAppAsIosLobAppContentVersionContainedApp.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsIosLobAppContentVersionFile","New","MgDeviceAppManagementMobileAppAsIosLobAppContentVersionFile","DeviceAppManagement.MobileApps[MobileAppId].GraphIosLobApp.ContentVersions[MobileAppContentId].Files","False","NewMgDeviceAppManagementMobileAppAsIosLobAppContentVersionFile.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsIosStoreAppAssignment","New","MgDeviceAppManagementMobileAppAsIosStoreAppAssignment","DeviceAppManagement.MobileApps[MobileAppId].GraphIosStoreApp.Assignments","False","NewMgDeviceAppManagementMobileAppAsIosStoreAppAssignment.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsIosVppAppAssignment","New","MgDeviceAppManagementMobileAppAsIosVppAppAssignment","DeviceAppManagement.MobileApps[MobileAppId].GraphIosVppApp.Assignments","False","NewMgDeviceAppManagementMobileAppAsIosVppAppAssignment.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsMacOSDmgAppAssignment","New","MgDeviceAppManagementMobileAppAsMacOSDmgAppAssignment","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSDmgApp.Assignments","False","NewMgDeviceAppManagementMobileAppAsMacOSDmgAppAssignment.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersion","New","MgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersion","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSDmgApp.ContentVersions","False","NewMgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersion.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionContainedApp","New","MgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionContainedApp","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSDmgApp.ContentVersions[MobileAppContentId].ContainedApps","False","NewMgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionContainedApp.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionFile","New","MgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionFile","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSDmgApp.ContentVersions[MobileAppContentId].Files","False","NewMgDeviceAppManagementMobileAppAsMacOSDmgAppContentVersionFile.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsMacOSLobAppAssignment","New","MgDeviceAppManagementMobileAppAsMacOSLobAppAssignment","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSLobApp.Assignments","False","NewMgDeviceAppManagementMobileAppAsMacOSLobAppAssignment.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsMacOSLobAppContentVersion","New","MgDeviceAppManagementMobileAppAsMacOSLobAppContentVersion","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSLobApp.ContentVersions","False","NewMgDeviceAppManagementMobileAppAsMacOSLobAppContentVersion.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionContainedApp","New","MgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionContainedApp","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSLobApp.ContentVersions[MobileAppContentId].ContainedApps","False","NewMgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionContainedApp.g.cs"
"Devices.CorporateManagement","v1.0","New-MgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionFile","New","MgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionFile","DeviceAppManagement.MobileApps[MobileAppId].GraphMacOSLobApp.ContentVersions[MobileAppContentId].Files","False","NewMgDeviceAppManagementMobileAppAsMacOSLobAppContentVersionFile.g.cs"
